PO_ID,Vendor_ID,Product_Category,Product_SKU,Order_Date,Expected_Delivery_Date,Actual_Delivery_Date,Ordered_Quantity,Unit_Price_INR,Total_Order_Value,Order_Status,Warehouse_ID,Delivery_Delay_Days,Late_Delivery,Order_Month,Order_Quarter
PO0000719,VND00626,Textiles,SKU1614,2021-03-03,2021-03-11,2021-03-21,3567,1452.65,5181602.55,Partially Received,WH07,10,1,2021-03,2021Q1
PO0013073,VND00576,Chemicals,SKU5341,2021-11-20,2021-12-12,2021-12-17,4590,1276.7,5860053.0,Pending,WH01,5,1,2021-11,2021Q4
PO0041551,VND00500,Raw Material,SKU4021,2024-09-26,2024-10-19,2024-10-21,228,4137.22,943286.16,Received,WH08,2,1,2024-09,2024Q3
PO0011475,VND00480,Packaging,SKU4419,2023-05-31,2023-06-23,2023-07-08,3511,3759.89,13200973.79,Pending,WH02,15,1,2023-05,2023Q2
PO0013881,VND00390,Machinery,SKU3515,2021-10-16,2021-11-04,2021-12-04,3889,3256.88,12666006.32,Cancelled,WH08,30,1,2021-10,2021Q4
PO0032497,VND00626,Electronics,SKU4897,2023-03-21,2023-04-08,,4857,2600.73,12631745.61,Pending,WH09,,,2023-03,2023Q1
PO0005482,VND00570,Electronics,SKU1647,2021-01-22,2021-02-05,2021-02-05,66,1371.61,90526.26,Received,WH06,0,0,2021-01,2021Q1
PO0005016,VND00771,Raw Material,SKU2591,2023-10-02,2023-10-19,2023-10-24,1213,448.09,543533.17,Pending,WH09,5,1,2023-10,2023Q4
PO0011159,VND00404,Raw Material,SKU3635,2023-08-12,2023-08-27,2023-08-27,4014,2701.18,10842536.52,Partially Received,WH09,0,0,2023-08,2023Q3
PO0045171,VND00413,Chemicals,SKU4096,2022-07-25,2022-08-07,2022-08-07,4037,2347.87,9478351.19,Cancelled,WH07,0,0,2022-07,2022Q3
PO0018085,VND00004,Packaging,SKU4457,2023-11-25,2023-12-13,2023-12-13,325,1718.3,558447.5,Cancelled,WH07,0,0,2023-11,2023Q4
PO0031085,VND00724,Raw Material,SKU1073,2024-05-30,2024-06-18,2024-06-20,3071,492.28,1511791.88,In Transit,WH06,2,1,2024-05,2024Q2
PO0004951,VND00492,Electronics,SKU4836,2024-12-17,2025-01-05,2025-01-10,1098,3822.62,4197236.76,In Transit,WH08,5,1,2024-12,2024Q4
PO0019950,VND00442,Packaging,SKU4088,2021-11-08,2021-12-04,2021-12-04,537,3647.2,1958546.4,Cancelled,WH04,0,0,2021-11,2021Q4
PO0018745,VND00891,Packaging,SKU3690,2024-08-12,2024-08-17,2024-08-22,2742,3925.83,10764625.86,Received,WH10,5,1,2024-08,2024Q3
PO0022250,VND00311,Chemicals,SKU2134,2023-11-02,2023-11-21,2023-11-21,2759,1843.69,5086740.71,Pending,WH09,0,0,2023-11,2023Q4
PO0009904,VND00605,Electronics,SKU4084,2024-06-30,2024-07-18,,4474,1082.31,4842254.94,Received,WH04,,,2024-06,2024Q2
PO0004086,VND00071,Spare Parts,SKU5919,2024-03-04,2024-03-14,2024-03-11,4230,3924.2,16599366.0,Pending,WH02,-3,0,2024-03,2024Q1
PO0025915,VND00928,Raw Material,SKU3288,2022-05-11,2022-06-06,2022-06-03,107,2853.09,305280.63,Cancelled,WH10,-3,0,2022-05,2022Q2
PO0049423,VND00104,Raw Material,SKU3034,2024-10-17,2024-11-03,2024-11-13,916,334.92,306786.72,Pending,WH09,10,1,2024-10,2024Q4
PO0021080,VND00739,Raw Material,SKU3753,2024-03-30,2024-04-19,2024-04-21,3931,3892.4,15301024.4,Pending,WH02,2,1,2024-03,2024Q1
PO0040739,VND00505,Chemicals,SKU5845,2023-09-05,2023-09-16,2023-09-16,3097,727.64,2253501.08,In Transit,WH06,0,0,2023-09,2023Q3
PO0001506,VND00822,Packaging,SKU4071,2021-10-20,2021-11-05,2021-11-20,1361,875.11,1191024.71,Cancelled,WH09,15,1,2021-10,2021Q4
PO0001408,VND00031,Raw Material,SKU4252,2023-09-12,2023-10-02,2023-11-01,887,832.52,738445.24,Partially Received,WH08,30,1,2023-09,2023Q3
PO0040311,VND00377,Packaging,SKU4896,2022-03-06,2022-03-26,,4884,2639.78,12892685.52,Unknown,WH10,,,2022-03,2022Q1
PO0043097,VND00815,Electronics,SKU3405,2021-03-20,2021-03-26,2021-04-05,1853,3955.49,7329522.97,Partially Received,WH06,10,1,2021-03,2021Q1
PO0019373,VND00983,Electronics,SKU2387,2024-02-08,2024-02-16,2024-02-16,2285,596.93,1363985.05,Received,WH01,0,0,2024-02,2024Q1
PO0010903,VND00914,Machinery,SKU4443,2023-05-26,2023-06-11,2023-06-11,1718,4396.82,7553736.76,Partially Received,WH03,0,0,2023-05,2023Q2
PO0016333,VND00984,Spare Parts,SKU5390,2022-09-17,2022-10-10,2022-10-10,3970,241.22,957643.4,Cancelled,WH04,0,0,2022-09,2022Q3
PO0016134,VND00324,Chemicals,SKU2129,2021-06-21,2021-07-13,2021-07-15,3761,1636.15,6153560.15,Partially Received,WH08,2,1,2021-06,2021Q2
PO0044903,VND00866,Chemicals,SKU1030,2023-05-07,2023-05-16,,4987,3499.5,17452006.5,Pending,WH06,,,2023-05,2023Q2
PO0047859,VND00244,Raw Material,SKU4629,2024-11-01,2024-11-20,2024-12-20,3850,4702.93,18106280.5,Unknown,WH04,30,1,2024-11,2024Q4
PO0040467,VND00689,Packaging,SKU1399,2023-02-18,2023-03-07,2023-03-07,804,4219.31,3392325.24,In Transit,WH01,0,0,2023-02,2023Q1
PO0018436,VND00271,IT Equipment,SKU3307,2021-05-06,2021-05-31,2021-06-05,4583,4021.13,18428838.79,Cancelled,WH01,5,1,2021-05,2021Q2
PO0016032,VND00186,Machinery,SKU3475,2023-10-15,2023-11-09,2023-11-09,4732,4666.46,22081688.72,Cancelled,WH05,0,0,2023-10,2023Q4
PO0021874,VND00312,Textiles,SKU1984,2023-09-13,2023-10-03,2023-10-13,4759,4017.09,19117331.31,Cancelled,WH06,10,1,2023-09,2023Q3
PO0014997,VND00450,Raw Material,SKU2480,2023-01-25,2023-02-19,2023-03-21,2473,1003.07,2480592.11,Cancelled,WH10,30,1,2023-01,2023Q1
PO0024714,VND00779,Electronics,SKU1911,2022-05-16,2022-06-04,2022-06-01,157,4513.96,708691.72,Partially Received,WH06,-3,0,2022-05,2022Q2
PO0001351,VND00208,Chemicals,SKU5627,2021-12-22,2022-01-05,2022-01-05,1257,4417.55,5552860.35,In Transit,WH03,0,0,2021-12,2021Q4
PO0020712,VND00769,IT Equipment,SKU1656,2021-05-23,2021-05-30,2021-05-27,4614,2256.33,10410706.62,In Transit,WH09,-3,0,2021-05,2021Q2
PO0043566,VND00590,Raw Material,SKU4863,2023-09-11,2023-10-02,2023-10-12,1332,4132.35,5504290.2,Pending,WH09,10,1,2023-09,2023Q3
PO0049328,VND00686,Machinery,SKU4257,2024-11-19,2024-11-24,2024-12-09,2591,260.94,676095.54,Received,WH10,15,1,2024-11,2024Q4
PO0018422,VND00252,IT Equipment,SKU5573,2023-01-28,2023-02-23,2023-02-25,3223,1875.23,6043866.29,Pending,WH10,2,1,2023-01,2023Q1
PO0011498,VND00696,Electronics,SKU2677,2024-02-25,2024-03-21,,10,1974.92,19749.2,Pending,WH01,,,2024-02,2024Q1
PO0001730,VND00245,Electronics,SKU4574,2024-04-23,2024-05-15,2024-05-12,479,4811.07,2304502.53,Cancelled,WH07,-3,0,2024-04,2024Q2
PO0010487,VND00744,Textiles,SKU3995,2022-08-13,2022-08-24,2022-09-23,2423,2223.39,5387273.97,Received,WH05,30,1,2022-08,2022Q3
PO0028137,VND00750,Spare Parts,SKU5721,2024-10-23,2024-10-30,,257,1716.46,441130.22,Cancelled,WH06,,,2024-10,2024Q4
PO0031572,VND00352,Chemicals,SKU5999,2024-12-27,2025-01-13,2025-02-12,2404,2339.1,5623196.4,Cancelled,WH05,30,1,2024-12,2024Q4
PO0004746,VND00933,Raw Material,SKU4893,2023-05-07,2023-05-29,2023-05-29,2523,452.12,1140698.76,Received,WH09,0,0,2023-05,2023Q2
PO0027977,VND00476,Packaging,SKU3182,2024-05-12,2024-05-20,2024-06-04,3138,4466.11,14014653.18,Pending,WH10,15,1,2024-05,2024Q2
PO0002782,VND00548,Packaging,SKU4583,2021-05-03,2021-05-11,2021-05-08,1237,1221.66,1511193.42,Pending,WH06,-3,0,2021-05,2021Q2
PO0021897,VND00645,Chemicals,SKU1102,2022-11-09,2022-11-19,2022-11-24,2640,4194.85,11074404.0,Pending,WH08,5,1,2022-11,2022Q4
PO0041872,VND00518,Electronics,SKU5455,2021-06-23,2021-07-13,2021-08-12,3253,1747.12,5683381.36,Pending,WH08,30,1,2021-06,2021Q2
PO0004930,VND00492,Textiles,SKU2551,2021-12-12,2021-12-31,2021-12-31,4492,1148.14,5157444.88,Cancelled,WH10,0,0,2021-12,2021Q4
PO0022645,VND00126,Textiles,SKU1731,2022-02-02,2022-02-15,2022-02-15,986,3065.64,3022721.04,In Transit,WH09,0,0,2022-02,2022Q1
PO0021959,VND00319,Textiles,SKU4043,2022-05-27,2022-06-02,2022-06-02,4908,3095.23,15191388.84,Partially Received,WH08,0,0,2022-05,2022Q2
PO0002339,VND00962,Packaging,SKU2475,2024-07-23,2024-08-12,2024-08-12,514,2439.26,1253779.64,In Transit,WH05,0,0,2024-07,2024Q3
PO0043088,VND00481,Textiles,SKU2990,2023-09-25,2023-10-18,2023-10-15,2959,2930.44,8671171.96,Unknown,WH01,-3,0,2023-09,2023Q3
PO0044806,VND00572,IT Equipment,SKU2341,2022-01-22,2022-01-27,2022-02-26,2146,3399.52,7295369.92,Unknown,WH08,30,1,2022-01,2022Q1
PO0020195,VND00616,Packaging,SKU4261,2024-11-02,2024-11-30,2024-11-30,3254,1581.03,5144671.62,Received,WH08,0,0,2024-11,2024Q4
PO0001127,VND00602,Textiles,SKU2582,2021-08-23,2021-09-03,2021-09-18,1984,2119.69,4205464.96,Partially Received,WH06,15,1,2021-08,2021Q3
PO0038194,VND00499,Raw Material,SKU3467,2021-07-20,2021-07-30,2021-08-04,4732,2699.53,12774175.96,In Transit,WH06,5,1,2021-07,2021Q3
PO0005571,VND00587,Chemicals,SKU2490,2023-06-28,2023-07-13,,3956,2562.1,10135667.6,Cancelled,WH07,,,2023-06,2023Q2
PO0032436,VND00089,Chemicals,SKU2759,2024-07-31,2024-08-19,2024-08-29,840,914.76,768398.4,Pending,WH04,10,1,2024-07,2024Q3
PO0043736,VND00392,Packaging,SKU3338,2021-06-09,2021-06-29,2021-06-29,3620,3299.7,11944914.0,In Transit,WH04,0,0,2021-06,2021Q2
PO0029421,VND00428,Packaging,SKU1020,2022-06-03,2022-06-17,2022-06-17,1225,1170.59,1433972.75,In Transit,WH06,0,0,2022-06,2022Q2
PO0034271,VND00932,Raw Material,SKU3995,2023-01-09,2023-02-03,2023-02-03,1365,2076.58,2834531.7,Pending,WH05,0,0,2023-01,2023Q1
PO0013190,VND00021,Spare Parts,SKU2125,2021-11-06,2021-12-03,,2459,3759.36,9244266.24,Pending,WH02,,,2021-11,2021Q4
PO0000124,VND00638,Chemicals,SKU5261,2023-12-20,2024-01-03,2024-01-05,1307,2956.03,3863531.21,Cancelled,WH02,2,1,2023-12,2023Q4
PO0043011,VND00765,Raw Material,SKU3981,2023-08-15,2023-08-23,2023-08-28,709,4420.61,3134212.49,In Transit,WH10,5,1,2023-08,2023Q3
PO0041653,VND00505,Electronics,SKU3971,2021-01-01,2021-01-13,2021-01-18,135,1469.27,198351.45,Cancelled,WH07,5,1,2021-01,2021Q1
PO0046541,VND00636,Raw Material,SKU2047,2024-10-13,2024-10-29,,507,1865.53,945823.71,Pending,WH09,,,2024-10,2024Q4
PO0027074,VND00494,Raw Material,SKU4132,2023-12-27,2024-01-10,2024-01-20,4045,1731.6,7004322.0,Pending,WH08,10,1,2023-12,2023Q4
PO0023411,VND00841,IT Equipment,SKU1850,2021-05-03,2021-05-12,2021-06-11,3871,3484.26,13487570.46,Cancelled,WH09,30,1,2021-05,2021Q2
PO0028237,VND00044,Electronics,SKU3089,2023-06-05,2023-07-02,2023-06-29,3958,652.13,2581130.54,Cancelled,WH10,-3,0,2023-06,2023Q2
PO0039084,VND00137,Spare Parts,SKU5164,2023-10-14,2023-11-01,2023-11-01,555,4652.99,2582409.45,Received,WH03,0,0,2023-10,2023Q4
PO0008468,VND00338,Chemicals,SKU2311,2021-06-16,2021-07-09,2021-07-11,676,1166.98,788878.48,Pending,WH08,2,1,2021-06,2021Q2
PO0012384,VND00287,Spare Parts,SKU5719,2024-04-13,2024-04-21,2024-05-06,3203,1369.41,4386220.23,Received,WH10,15,1,2024-04,2024Q2
PO0011605,VND00619,Chemicals,SKU1080,2021-04-25,2021-05-11,2021-05-13,1695,441.58,748478.1,Partially Received,WH01,2,1,2021-04,2021Q2
PO0020419,VND00250,Electronics,SKU2144,2021-03-27,2021-04-20,2021-04-30,1394,3837.44,5349391.36,In Transit,WH06,10,1,2021-03,2021Q1
PO0017066,VND00716,Spare Parts,SKU4642,2024-03-24,2024-04-05,2024-04-05,3933,488.12,1919775.96,In Transit,WH04,0,0,2024-03,2024Q1
PO0003608,VND00868,Machinery,SKU2948,2023-07-20,2023-07-28,2023-07-28,1663,1066.68,1773888.84,Received,WH08,0,0,2023-07,2023Q3
PO0014137,VND00848,Textiles,SKU2062,2022-07-26,2022-08-07,2022-08-09,4211,5.56,23413.16,Cancelled,WH04,2,1,2022-07,2022Q3
PO0010381,VND00467,Machinery,SKU2988,2024-12-28,2025-01-26,2025-02-10,600,4442.91,2665746.0,In Transit,WH01,15,1,2024-12,2024Q4
PO0043438,VND00572,Raw Material,SKU3572,2022-04-16,2022-04-24,2022-04-24,1480,3050.68,4515006.4,Cancelled,WH09,0,0,2022-04,2022Q2
PO0033720,VND00135,Packaging,SKU3025,2023-12-29,2024-01-04,2024-01-04,3607,2801.26,10104144.82,In Transit,WH02,0,0,2023-12,2023Q4
PO0022759,VND00785,Textiles,SKU1184,2021-04-11,2021-04-16,2021-05-01,2572,1265.1,3253837.2,Cancelled,WH05,15,1,2021-04,2021Q2
PO0044522,VND00282,Textiles,SKU5452,2023-08-10,2023-08-19,2023-08-24,4599,3051.88,14035596.12,Partially Received,WH08,5,1,2023-08,2023Q3
PO0043814,VND00555,Machinery,SKU5085,2023-01-12,2023-01-18,2023-01-18,3383,2173.53,7353051.99,Pending,WH06,0,0,2023-01,2023Q1
PO0019782,VND00279,Electronics,SKU5901,2022-10-14,2022-10-25,2022-10-25,1103,4818.68,5315004.04,Received,WH01,0,0,2022-10,2022Q4
PO0033470,VND00677,IT Equipment,SKU3802,2021-05-30,2021-06-27,2021-06-27,4813,3158.61,15202389.93,Partially Received,WH03,0,0,2021-05,2021Q2
PO0029559,VND00452,Chemicals,SKU4425,2021-01-13,2021-02-01,2021-01-29,177,4077.38,721696.26,In Transit,WH05,-3,0,2021-01,2021Q1
PO0032232,VND00188,Machinery,SKU2816,2024-03-17,2024-03-31,2024-03-31,4263,3466.03,14775685.89,Received,WH01,0,0,2024-03,2024Q1
PO0002937,VND00509,Spare Parts,SKU1206,2021-09-23,2021-10-16,2021-10-16,1411,3255.3,4593228.3,Pending,WH01,0,0,2021-09,2021Q3
PO0034888,VND00327,Electronics,SKU1443,2021-07-21,2021-07-27,2021-08-06,1690,1799.95,3041915.5,Pending,WH07,10,1,2021-07,2021Q3
PO0015731,VND00510,Machinery,SKU4799,2024-01-12,2024-01-26,,1310,1181.89,1548275.9,In Transit,WH04,,,2024-01,2024Q1
PO0006582,VND00854,Machinery,SKU4180,2023-05-26,2023-06-09,2023-07-09,352,3930.41,1383504.32,In Transit,WH03,30,1,2023-05,2023Q2
PO0012218,VND00721,Electronics,SKU5972,2024-04-15,2024-04-21,2024-05-21,4021,13.77,55369.17,Cancelled,WH05,30,1,2024-04,2024Q2
PO0039601,VND00954,Packaging,SKU1804,2024-03-14,2024-03-26,2024-03-28,696,1380.66,960939.36,Pending,WH08,2,1,2024-03,2024Q1
PO0001542,VND00670,Machinery,SKU3779,2022-01-10,2022-01-19,2022-01-19,2651,2676.63,7095746.13,In Transit,WH05,0,0,2022-01,2022Q1
PO0036490,VND00450,Packaging,SKU3047,2022-01-28,2022-02-21,2022-02-26,2130,4175.24,8893261.2,Cancelled,WH07,5,1,2022-01,2022Q1
PO0030234,VND00251,Spare Parts,SKU1693,2023-06-24,2023-07-14,2023-07-14,513,2303.24,1181562.12,Received,WH08,0,0,2023-06,2023Q2
PO0026489,VND00702,IT Equipment,SKU2777,2024-06-21,2024-07-17,2024-07-17,2508,3378.22,8472575.76,In Transit,WH08,0,0,2024-06,2024Q2
PO0031315,VND00813,Chemicals,SKU3819,2023-03-15,2023-04-03,2023-03-31,2661,3631.29,9662862.69,Pending,WH02,-3,0,2023-03,2023Q1
PO0039729,VND00254,Raw Material,SKU3967,2022-11-20,2022-12-01,2022-12-16,1113,3927.64,4371463.32,Pending,WH05,15,1,2022-11,2022Q4
PO0044171,VND00111,Machinery,SKU5753,2023-03-26,2023-04-09,2023-04-11,2930,4286.04,12558097.2,In Transit,WH08,2,1,2023-03,2023Q1
PO0036160,VND00959,Chemicals,SKU2281,2022-11-10,2022-11-19,2022-11-29,3809,2406.37,9165863.33,Received,WH05,10,1,2022-11,2022Q4
PO0038029,VND00045,Electronics,SKU5517,2021-10-27,2021-11-15,2021-11-15,2822,1032.84,2914674.48,Pending,WH03,0,0,2021-10,2021Q4
PO0045222,VND00178,IT Equipment,SKU4687,2023-06-05,2023-06-22,2023-06-22,3035,3887.32,11798016.2,Cancelled,WH02,0,0,2023-06,2023Q2
PO0022193,VND00741,Raw Material,SKU5562,2023-08-24,2023-08-29,2023-08-29,3467,960.79,3331058.93,Pending,WH09,0,0,2023-08,2023Q3
PO0025417,VND00914,Machinery,SKU2521,2023-08-26,2023-08-31,2023-08-28,3198,3983.02,12737697.96,Cancelled,WH08,-3,0,2023-08,2023Q3
PO0003980,VND00681,Machinery,SKU4824,2023-10-26,2023-11-15,2023-11-15,4508,2009.47,9058690.76,Partially Received,WH03,0,0,2023-10,2023Q4
PO0042531,VND00378,Raw Material,SKU4381,2023-06-26,2023-07-25,2023-08-24,3245,3420.24,11098678.8,Cancelled,WH07,30,1,2023-06,2023Q2
PO0017179,VND00674,Electronics,SKU1807,2021-01-10,2021-02-04,2021-02-19,529,1907.56,1009099.24,Received,WH02,15,1,2021-01,2021Q1
PO0018993,VND00622,Chemicals,SKU5962,2021-08-13,2021-08-18,2021-08-18,967,559.98,541500.66,Received,WH03,0,0,2021-08,2021Q3
PO0029314,VND00491,Machinery,SKU1269,2022-12-07,2022-12-23,2023-01-02,889,4283.26,3807818.14,In Transit,WH05,10,1,2022-12,2022Q4
PO0040430,VND00297,Raw Material,SKU1792,2022-07-17,2022-07-25,2022-07-22,4228,3731.26,15775767.28,Received,WH07,-3,0,2022-07,2022Q3
PO0030076,VND00354,Machinery,SKU2930,2021-10-19,2021-11-08,2021-11-08,625,2961.18,1850737.5,Received,WH09,0,0,2021-10,2021Q4
PO0047913,VND00290,IT Equipment,SKU5721,2023-12-17,2024-01-08,2024-01-05,3369,1861.85,6272572.65,Received,WH02,-3,0,2023-12,2023Q4
PO0007411,VND00732,IT Equipment,SKU4322,2021-07-17,2021-07-27,2021-08-06,2251,573.94,1291938.94,Cancelled,WH08,10,1,2021-07,2021Q3
PO0028022,VND00559,Textiles,SKU3558,2021-11-20,2021-12-03,2021-12-05,1077,2626.76,2829020.52,In Transit,WH05,2,1,2021-11,2021Q4
PO0047639,VND00752,Machinery,SKU3532,2024-12-18,2025-01-05,2025-01-05,2577,3365.97,8674104.69,Received,WH03,0,0,2024-12,2024Q4
PO0045624,VND00707,Raw Material,SKU4798,2023-05-23,2023-06-13,2023-06-13,457,1767.51,807752.07,In Transit,WH05,0,0,2023-05,2023Q2
PO0016674,VND00004,Machinery,SKU3631,2022-08-27,2022-09-24,2022-09-24,2532,934.34,2365748.88,Received,WH08,0,0,2022-08,2022Q3
PO0027521,VND00816,Packaging,SKU4302,2022-01-12,2022-02-07,2022-02-09,2198,447.1,982725.8,In Transit,WH09,2,1,2022-01,2022Q1
PO0025645,VND00673,Packaging,SKU2714,2024-06-04,2024-06-26,2024-07-01,271,1859.08,503810.68,Pending,WH03,5,1,2024-06,2024Q2
PO0009971,VND00764,Machinery,SKU5216,2022-11-08,2022-11-20,2022-11-22,4385,1592.29,6982191.65,In Transit,WH02,2,1,2022-11,2022Q4
PO0029586,VND00138,Textiles,SKU2216,2022-10-27,2022-11-01,2022-10-29,3579,4359.85,15603903.15,Pending,WH01,-3,0,2022-10,2022Q4
PO0007845,VND00420,Textiles,SKU4121,2022-04-07,2022-05-05,2022-05-05,2337,3317.26,7752436.62,Received,WH10,0,0,2022-04,2022Q2
PO0038675,VND00629,Machinery,SKU5502,2022-02-04,2022-02-09,2022-02-09,1987,4826.01,9589281.87,In Transit,WH06,0,0,2022-02,2022Q1
PO0025219,VND00817,Chemicals,SKU3310,2023-09-18,2023-09-24,2023-10-09,169,4225.15,714050.35,In Transit,WH10,15,1,2023-09,2023Q3
PO0020677,VND00588,IT Equipment,SKU1949,2021-12-25,2022-01-16,2022-01-18,3826,1388.17,5311138.42,Unknown,WH04,2,1,2021-12,2021Q4
PO0001686,VND00186,Electronics,SKU5805,2023-09-03,2023-09-25,2023-10-25,1412,4490.2,6340162.4,Partially Received,WH08,30,1,2023-09,2023Q3
PO0046997,VND00344,Electronics,SKU1899,2022-01-19,2022-02-10,2022-02-25,4595,2760.52,12684589.4,Partially Received,WH07,15,1,2022-01,2022Q1
PO0013378,VND00068,Spare Parts,SKU3889,2024-04-03,2024-04-28,2024-04-30,2779,4255.29,11825450.91,Partially Received,WH07,2,1,2024-04,2024Q2
PO0023693,VND00639,Electronics,SKU3836,2022-04-26,2022-05-06,2022-05-08,1753,2613.62,4581675.86,Received,WH08,2,1,2022-04,2022Q2
PO0032808,VND00199,Chemicals,SKU2222,2022-03-21,2022-04-01,2022-05-01,243,1736.68,422013.24,Cancelled,WH09,30,1,2022-03,2022Q1
PO0045871,VND00426,Machinery,SKU3485,2021-04-15,2021-04-24,2021-05-04,356,1244.28,442963.68,Cancelled,WH03,10,1,2021-04,2021Q2
PO0017370,VND00122,Textiles,SKU4773,2023-01-31,2023-02-23,2023-03-05,3813,222.47,848278.11,Cancelled,WH02,10,1,2023-01,2023Q1
PO0038162,VND00117,Chemicals,SKU5675,2022-05-12,2022-06-08,,3680,92.77,341393.6,Cancelled,WH02,,,2022-05,2022Q2
PO0026947,VND00277,Packaging,SKU3730,2021-04-29,2021-05-21,2021-05-21,3386,1066.9,3612523.4,In Transit,WH01,0,0,2021-04,2021Q2
PO0047544,VND00789,Spare Parts,SKU2085,2023-01-25,2023-02-23,2023-02-20,2576,2918.92,7519137.92,Partially Received,WH02,-3,0,2023-01,2023Q1
PO0012912,VND00719,Machinery,SKU5509,2022-06-08,2022-06-24,2022-07-24,2582,4461.92,11520677.44,Received,WH05,30,1,2022-06,2022Q2
PO0026433,VND00522,IT Equipment,SKU2500,2024-06-04,2024-06-09,2024-06-19,1799,2036.47,3663609.53,Received,WH01,10,1,2024-06,2024Q2
PO0045702,VND00428,Chemicals,SKU5742,2023-01-15,2023-02-07,2023-02-07,4815,3330.36,16035683.4,Pending,WH07,0,0,2023-01,2023Q1
PO0024814,VND00492,IT Equipment,SKU5408,2023-05-11,2023-05-26,2023-05-26,3791,2324.18,8810966.38,Cancelled,WH04,0,0,2023-05,2023Q2
PO0034684,VND00191,Raw Material,SKU4847,2023-11-02,2023-11-29,2023-12-04,3475,3763.25,13077293.75,Pending,WH06,5,1,2023-11,2023Q4
PO0001911,VND00998,Spare Parts,SKU1668,2021-05-11,2021-05-29,2021-06-03,2499,1830.8,4575169.2,Received,WH04,5,1,2021-05,2021Q2
PO0030989,VND00423,Electronics,SKU2348,2024-12-28,2025-01-25,2025-01-25,1662,4708.21,7825045.02,Pending,WH04,0,0,2024-12,2024Q4
PO0000165,VND00106,Packaging,SKU2378,2024-01-27,2024-02-17,2024-03-18,2203,1621.64,3572472.92,Pending,WH10,30,1,2024-01,2024Q1
PO0022345,VND00625,IT Equipment,SKU4337,2021-03-21,2021-04-02,2021-05-02,2296,3435.41,7887701.36,Cancelled,WH03,30,1,2021-03,2021Q1
PO0033692,VND00002,Machinery,SKU4841,2021-01-12,2021-01-30,2021-03-01,2602,4480.04,11657064.08,Cancelled,WH09,30,1,2021-01,2021Q1
PO0044387,VND00521,Electronics,SKU1600,2022-08-14,2022-08-27,2022-08-24,3202,3554.0,11379908.0,Partially Received,WH08,-3,0,2022-08,2022Q3
PO0007635,VND00734,IT Equipment,SKU3332,2024-03-23,2024-04-14,2024-04-11,3947,4859.78,19181551.66,In Transit,WH06,-3,0,2024-03,2024Q1
PO0039942,VND00475,Textiles,SKU4418,2023-01-11,2023-01-19,2023-01-21,2604,3583.93,9332553.72,Received,WH06,2,1,2023-01,2023Q1
PO0047702,VND00562,Chemicals,SKU2465,2024-08-14,2024-08-19,2024-08-19,4022,3445.93,13859530.46,In Transit,WH03,0,0,2024-08,2024Q3
PO0028674,VND00334,IT Equipment,SKU2282,2024-07-16,2024-08-02,,2270,4226.17,9593405.9,In Transit,WH04,,,2024-07,2024Q3
PO0040666,VND00018,Textiles,SKU2609,2021-12-18,2021-12-29,2021-12-26,3335,2102.4,7011504.0,Cancelled,WH03,-3,0,2021-12,2021Q4
PO0027386,VND00742,IT Equipment,SKU4740,2022-10-27,2022-11-13,2022-11-28,1932,1537.33,2970121.56,Pending,WH08,15,1,2022-10,2022Q4
PO0033705,VND00055,Raw Material,SKU5315,2021-02-25,2021-03-10,2021-04-09,3654,2448.81,8947951.74,Cancelled,WH05,30,1,2021-02,2021Q1
PO0027623,VND00775,Raw Material,SKU4634,2023-01-18,2023-01-31,2023-02-02,1293,2276.46,2943462.78,In Transit,WH05,2,1,2023-01,2023Q1
PO0042323,VND00091,Machinery,SKU5001,2023-09-16,2023-09-23,2023-09-23,4881,3530.85,17234078.85,Received,WH01,0,0,2023-09,2023Q3
PO0036324,VND00775,Textiles,SKU1943,2024-05-15,2024-06-07,2024-06-09,2951,228.07,673034.57,Cancelled,WH04,2,1,2024-05,2024Q2
PO0039056,VND00539,Spare Parts,SKU2206,2022-11-09,2022-11-29,2022-11-29,3460,2798.46,9682671.6,Cancelled,WH09,0,0,2022-11,2022Q4
PO0038984,VND00375,Electronics,SKU3896,2021-01-31,2021-02-12,2021-02-09,4581,1400.69,6416560.89,Pending,WH08,-3,0,2021-01,2021Q1
PO0015285,VND00696,Textiles,SKU5207,2023-11-08,2023-11-27,2023-11-29,198,2320.76,459510.48,In Transit,WH09,2,1,2023-11,2023Q4
PO0042640,VND00657,Packaging,SKU5131,2024-03-02,2024-03-20,2024-03-30,647,3027.18,1958585.46,Pending,WH01,10,1,2024-03,2024Q1
PO0003037,VND00388,Raw Material,SKU4728,2022-10-05,2022-10-21,2022-10-21,2092,4887.91,10225507.72,Partially Received,WH02,0,0,2022-10,2022Q4
PO0005036,VND00245,Machinery,SKU3533,2022-01-04,2022-01-13,2022-01-28,1719,4819.34,8284445.46,Received,WH05,15,1,2022-01,2022Q1
PO0048003,VND00915,Packaging,SKU1676,2022-08-02,2022-08-25,2022-08-30,2790,1737.25,4846927.5,Cancelled,WH02,5,1,2022-08,2022Q3
PO0002823,VND00238,Spare Parts,SKU1108,2023-05-03,2023-05-09,2023-05-09,2043,1690.42,3453528.06,Cancelled,WH10,0,0,2023-05,2023Q2
PO0023969,VND00694,Chemicals,SKU5576,2022-04-22,2022-05-18,2022-05-18,3586,3898.26,13979160.36,In Transit,WH03,0,0,2022-04,2022Q2
